date,company,symbol,title,source,published,url,sentiment_score,recommendation
2025-11-23,Apple,AAPL,The Vanguard 500 Index Fund ETF  ( VOO )  Offers Broader Exposure While the Vanguard Growth Index Fund ETF  ( VUG )  Delivers Higher Growth,Motley Fool,2025-11-23T22:27:01Z,https://www.fool.com/coverage/etfs/2025/11/23/the-vanguard-500-index-fund-etf-voo-offers-broader-exposure-while-the-vanguard-growth-index-fund-etf-vug-delivers-higher-growth/,0.431,Buy
2025-11-23,Apple,AAPL,What to Know Before Buying Lululemon Stock,Motley Fool,2025-11-23T21:41:00Z,https://www.fool.com/investing/2025/11/23/what-to-know-before-buying-lululemon-stock/,-0.8248,Sell
2025-11-23,Apple,AAPL,Mark Gurman Says Tim Cook Likely To Remain As Apple CEO Through At Least Mid-2026 - Apple  ( NASDAQ:AAPL ),Benzinga,2025-11-23T20:58:51Z,https://www.benzinga.com/markets/tech/25/11/49022801/mark-gurman-says-tim-cook-likely-to-remain-as-apple-ceo-through-at-least-mid-2026,0.0,Hold
2025-11-23,Apple,AAPL,"5 Reasons I Still Love Apple Stock, Even After It Soared Higher",Motley Fool,2025-11-23T19:41:00Z,https://www.fool.com/investing/2025/11/23/5-reasons-i-still-love-apple-stock-even-after-it-s/,0.9001,Buy
2025-11-23,Apple,AAPL,"Ranking the Best ""Magnificent Seven"" Stocks to Buy for 2026. Here's My No. 7 Pick.",Motley Fool,2025-11-23T18:05:00Z,https://www.fool.com/investing/2025/11/23/ranking-magnificent-seven-stocks-buy-2026-seven/,0.7814,Buy
2025-11-23,Apple,AAPL,"Weekend Round-Up: Nvidia's Record Revenue, Apple's F1 Rights, Google's Gemini 3 And Meta's AI Safety Measures - Alphabet  ( NASDAQ:GOOGL ) , Apple  ( NASDAQ:AAPL )",Benzinga,2025-11-23T12:31:04Z,https://www.benzinga.com/markets/tech/25/11/49022106/weekend-round-up-nvidias-record-revenue-apples-f1-rights-googles-gemini-3-and-metas-ai-safety-measur,0.7269,Buy
2025-11-23,Apple,AAPL,"iPhone Pocket, China Sales, $600 Million Patent Case And More: This Week In Appleverse - Apple  ( NASDAQ:AAPL ) , Advanced Micro Devices  ( NASDAQ:AMD )",Benzinga,2025-11-23T12:01:06Z,https://www.benzinga.com/markets/tech/25/11/49022054/iphone-pocket-china-sales-600-million-patent-case-and-more-this-week-in-appleverse,0.5106,Buy
2025-11-23,Apple,AAPL,"3 Vanguard ETFs to Buy With $1,000 and Hold Forever",Motley Fool,2025-11-23T00:30:00Z,https://www.fool.com/investing/2025/11/22/3-vanguard-etfs-to-buy-with-1000-and-hold-forever/,0.4404,Buy
2025-11-22,Apple,AAPL,Billionaire Warren Buffett Owns 6 Dow Jones Stocks. Here's My Top Buy for 2026.,Motley Fool,2025-11-22T23:05:00Z,https://www.fool.com/investing/2025/11/22/billionaire-warren-buffett-buy-dow-stocks-2026/,0.8658,Buy
2025-11-22,Apple,AAPL,Where Will Apple Stock Be in 5 Years?,Motley Fool,2025-11-22T18:30:00Z,https://www.fool.com/investing/2025/11/22/where-will-apple-stock-be-in-5-years/,0.6249,Buy
2025-11-22,Apple,AAPL,"Bernie Sanders Asks Whether AI Will Really Serve Workers Or 'What Mr Musk And Mr Bezos Have In Mind' As Geoffrey Hinton Reveals The Real Risk - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN )",Benzinga,2025-11-22T07:26:32Z,https://www.benzinga.com/markets/tech/25/11/49020085/bernie-sanders-asks-whether-ai-will-really-serve-workers-or-what-mr-musk-and-mr-bezos-have-in-mind-a,0.6652,Buy
2025-11-21,Apple,AAPL,The Vanguard S&P 500 ETF Offers Broader Diversification Than The Vanguard Mega Cap Growth ETF,Motley Fool,2025-11-21T19:42:16Z,https://www.fool.com/coverage/etfs/2025/11/21/vanguard-sp-500-etf-diversification-megacap-growth-etf/,0.705,Buy
2025-11-21,Apple,AAPL,Warren Buffett Hits the Sell Button on Multiple Core Holdings for $15.5 Billion -- Time to Panic?,Motley Fool,2025-11-21T17:05:00Z,https://www.fool.com/investing/2025/11/21/warren-buffett-hits-the-sell-button-on-a-core-hold/,-0.5106,Sell
2025-11-21,Apple,AAPL,"Exploring The Competitive Space: Apple Versus Industry Peers In Technology Hardware, Storage & Peripherals - Apple  ( NASDAQ:AAPL )",Benzinga,2025-11-21T15:00:42Z,https://www.benzinga.com/insights/news/25/11/49003152/exploring-the-competitive-space-apple-versus-industry-peers-in-technology-hardware-storage-amp-peri,0.5267,Buy
2025-11-21,Apple,AAPL,Warren Buffett Sold $3.2 Billion of Apple and Piled $4.3 Billion Into This Hot Artificial Intelligence  ( AI )  Stock,Motley Fool,2025-11-21T14:45:00Z,https://www.fool.com/investing/2025/11/21/warren-buffett-sells-32-billion-of-apple-stock-and/,0.4767,Buy
